;Regija;NazivRegije;SifraOpstine;NazivOpstineL;OrgOblik;NazivOrgOblik;BrojGazdinstavaSva;BrojGazdinstavaAktivna
CENTRALNA SRBIJA;25;P?injski;130;Vranjska Banja;3;Preduzetnici;0;0
CENTRALNA SRBIJA;25;P?injski;130;Vranjska Banja;4;Zemljoradni?ke zadruge;1;1
CENTRALNA SRBIJA;25;P?injski;130;Vranjska Banja;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
CENTRALNA SRBIJA;25;P?injski;130;Vranjska Banja;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;26;Kosovski;301;De?ani;1;Porodi?no poljoprivredno gazdinstvo;0;0
KOSOVO I METOHIJA;26;Kosovski;301;De?ani;2;Preduze?a;0;0
KOSOVO I METOHIJA;26;Kosovski;301;De?ani;3;Preduzetnici;0;0
KOSOVO I METOHIJA;26;Kosovski;301;De?ani;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;26;Kosovski;301;De?ani;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;26;Kosovski;301;De?ani;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;26;Kosovski              ;304;Glogovac              ;1;Porodi?no poljoprivredno gazdinstvo;0;0
KOSOVO I METOHIJA;26;Kosovski              ;304;Glogovac              ;2;Preduze?a;0;0
KOSOVO I METOHIJA;26;Kosovski              ;304;Glogovac              ;3;Preduzetnici;0;0
KOSOVO I METOHIJA;26;Kosovski              ;304;Glogovac              ;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;26;Kosovski              ;304;Glogovac              ;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;26;Kosovski              ;304;Glogovac              ;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;26;Kosovski;307;Ka?anik;1;Porodi?no poljoprivredno gazdinstvo;1;1
KOSOVO I METOHIJA;26;Kosovski;307;Ka?anik;2;Preduze?a;0;0
KOSOVO I METOHIJA;26;Kosovski;307;Ka?anik;3;Preduzetnici;0;0
KOSOVO I METOHIJA;26;Kosovski;307;Ka?anik;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;26;Kosovski;307;Ka?anik;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;26;Kosovski;307;Ka?anik;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;26;Kosovski              ;312;Lipljan               ;1;Porodi?no poljoprivredno gazdinstvo;738;673
KOSOVO I METOHIJA;26;Kosovski              ;312;Lipljan               ;2;Preduze?a;0;0
KOSOVO I METOHIJA;26;Kosovski              ;312;Lipljan               ;3;Preduzetnici;0;0
KOSOVO I METOHIJA;26;Kosovski              ;312;Lipljan               ;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;26;Kosovski              ;312;Lipljan               ;5;Poljoprivredna gazdinstva sa statusom pravnog lica;1;1
KOSOVO I METOHIJA;26;Kosovski              ;312;Lipljan               ;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;26;Kosovski              ;315;Podujevo              ;1;Porodi?no poljoprivredno gazdinstvo;6;4
KOSOVO I METOHIJA;26;Kosovski              ;315;Podujevo              ;2;Preduze?a;0;0
KOSOVO I METOHIJA;26;Kosovski              ;315;Podujevo              ;3;Preduzetnici;0;0
KOSOVO I METOHIJA;26;Kosovski              ;315;Podujevo              ;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;26;Kosovski              ;315;Podujevo              ;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;26;Kosovski              ;315;Podujevo              ;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;26;Kosovski;316;Priština - grad;1;Porodi?no poljoprivredno gazdinstvo;646;569
KOSOVO I METOHIJA;26;Kosovski;316;Priština - grad;2;Preduze?a;2;2
KOSOVO I METOHIJA;26;Kosovski;316;Priština - grad;3;Preduzetnici;0;0
KOSOVO I METOHIJA;26;Kosovski;316;Priština - grad;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;26;Kosovski;316;Priština - grad;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;26;Kosovski;316;Priština - grad;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;26;Kosovski;320;Uroševac;1;Porodi?no poljoprivredno gazdinstvo;37;34
KOSOVO I METOHIJA;26;Kosovski;320;Uroševac;2;Preduze?a;0;0
KOSOVO I METOHIJA;26;Kosovski;320;Uroševac;3;Preduzetnici;0;0
KOSOVO I METOHIJA;26;Kosovski;320;Uroševac;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;26;Kosovski;320;Uroševac;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;26;Kosovski;320;Uroševac;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;26;Kosovski;325;Štimlje;1;Porodi?no poljoprivredno gazdinstvo;6;5
KOSOVO I METOHIJA;26;Kosovski;325;Štimlje;2;Preduze?a;0;0
KOSOVO I METOHIJA;26;Kosovski;325;Štimlje;3;Preduzetnici;0;0
KOSOVO I METOHIJA;26;Kosovski;325;Štimlje;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;26;Kosovski;325;Štimlje;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;26;Kosovski;325;Štimlje;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;26;Kosovski;326;Štrpce;1;Porodi?no poljoprivredno gazdinstvo;215;213
KOSOVO I METOHIJA;26;Kosovski;326;Štrpce;2;Preduze?a;0;0
KOSOVO I METOHIJA;26;Kosovski;326;Štrpce;3;Preduzetnici;0;0
KOSOVO I METOHIJA;26;Kosovski;326;Štrpce;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;26;Kosovski;326;Štrpce;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;26;Kosovski;326;Štrpce;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;26;Kosovski;327;Obili?;1;Porodi?no poljoprivredno gazdinstvo;95;83
KOSOVO I METOHIJA;26;Kosovski;327;Obili?;2;Preduze?a;0;0
KOSOVO I METOHIJA;26;Kosovski;327;Obili?;3;Preduzetnici;0;0
KOSOVO I METOHIJA;26;Kosovski;327;Obili?;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;26;Kosovski;327;Obili?;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;26;Kosovski;327;Obili?;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;26;Kosovski              ;328;Kosovo Polje          ;1;Porodi?no poljoprivredno gazdinstvo;187;159
KOSOVO I METOHIJA;26;Kosovski              ;328;Kosovo Polje          ;2;Preduze?a;0;0
KOSOVO I METOHIJA;26;Kosovski              ;328;Kosovo Polje          ;3;Preduzetnici;0;0
KOSOVO I METOHIJA;26;Kosovski              ;328;Kosovo Polje          ;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;26;Kosovski              ;328;Kosovo Polje          ;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;26;Kosovski              ;328;Kosovo Polje          ;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;27;Pe?ki;303;?akovica;1;Porodi?no poljoprivredno gazdinstvo;3;2
KOSOVO I METOHIJA;27;Pe?ki;303;?akovica;2;Preduze?a;0;0
KOSOVO I METOHIJA;27;Pe?ki;303;?akovica;3;Preduzetnici;0;0
KOSOVO I METOHIJA;27;Pe?ki;303;?akovica;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;27;Pe?ki;303;?akovica;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;27;Pe?ki;303;?akovica;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;27;Pe?ki;306;Istok;1;Porodi?no poljoprivredno gazdinstvo;150;135
KOSOVO I METOHIJA;27;Pe?ki;306;Istok;2;Preduze?a;0;0
KOSOVO I METOHIJA;27;Pe?ki;306;Istok;3;Preduzetnici;0;0
KOSOVO I METOHIJA;27;Pe?ki;306;Istok;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;27;Pe?ki;306;Istok;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;27;Pe?ki;306;Istok;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;27;Pe?ki;308;Klina;1;Porodi?no poljoprivredno gazdinstvo;65;61
KOSOVO I METOHIJA;27;Pe?ki;308;Klina;2;Preduze?a;0;0
KOSOVO I METOHIJA;27;Pe?ki;308;Klina;3;Preduzetnici;0;0
KOSOVO I METOHIJA;27;Pe?ki;308;Klina;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;27;Pe?ki;308;Klina;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;27;Pe?ki;308;Klina;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;27;Pe?ki;314;Pe?;1;Porodi?no poljoprivredno gazdinstvo;59;54
KOSOVO I METOHIJA;27;Pe?ki;314;Pe?;2;Preduze?a;0;0
KOSOVO I METOHIJA;27;Pe?ki;314;Pe?;3;Preduzetnici;0;0
KOSOVO I METOHIJA;27;Pe?ki;314;Pe?;4;Zemljoradni?ke zadruge;1;1
KOSOVO I METOHIJA;27;Pe?ki;314;Pe?;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;27;Pe?ki;314;Pe?;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;28;Prizrenski            ;313;Orahovac              ;1;Porodi?no poljoprivredno gazdinstvo;24;23
KOSOVO I METOHIJA;28;Prizrenski            ;313;Orahovac              ;2;Preduze?a;0;0
KOSOVO I METOHIJA;28;Prizrenski            ;313;Orahovac              ;3;Preduzetnici;0;0
KOSOVO I METOHIJA;28;Prizrenski            ;313;Orahovac              ;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;28;Prizrenski            ;313;Orahovac              ;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;28;Prizrenski            ;313;Orahovac              ;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;28;Prizrenski            ;317;Prizren               ;1;Porodi?no poljoprivredno gazdinstvo;4;4
KOSOVO I METOHIJA;28;Prizrenski            ;317;Prizren               ;2;Preduze?a;0;0
KOSOVO I METOHIJA;28;Prizrenski            ;317;Prizren               ;3;Preduzetnici;0;0
KOSOVO I METOHIJA;28;Prizrenski            ;317;Prizren               ;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;28;Prizrenski            ;317;Prizren               ;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;28;Prizrenski            ;317;Prizren               ;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;28;Prizrenski            ;319;Suva Reka             ;1;Porodi?no poljoprivredno gazdinstvo;2;2
KOSOVO I METOHIJA;28;Prizrenski            ;319;Suva Reka             ;2;Preduze?a;0;0
KOSOVO I METOHIJA;28;Prizrenski            ;319;Suva Reka             ;3;Preduzetnici;0;0
KOSOVO I METOHIJA;28;Prizrenski            ;319;Suva Reka             ;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;28;Prizrenski            ;319;Suva Reka             ;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;28;Prizrenski            ;319;Suva Reka             ;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;28;Prizrenski            ;331;Gora                  ;1;Porodi?no poljoprivredno gazdinstvo;8;8
KOSOVO I METOHIJA;28;Prizrenski            ;331;Gora                  ;2;Preduze?a;0;0
KOSOVO I METOHIJA;28;Prizrenski            ;331;Gora                  ;3;Preduzetnici;0;0
KOSOVO I METOHIJA;28;Prizrenski            ;331;Gora                  ;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;28;Prizrenski            ;331;Gora                  ;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;28;Prizrenski            ;331;Gora                  ;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;310;Kosovska Mitrovica;1;Porodi?no poljoprivredno gazdinstvo;156;154
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;310;Kosovska Mitrovica;2;Preduze?a;0;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;310;Kosovska Mitrovica;3;Preduzetnici;0;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;310;Kosovska Mitrovica;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;310;Kosovska Mitrovica;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;310;Kosovska Mitrovica;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;311;Leposavi?;1;Porodi?no poljoprivredno gazdinstvo;1849;1801
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;311;Leposavi?;2;Preduze?a;0;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;311;Leposavi?;3;Preduzetnici;0;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;311;Leposavi?;4;Zemljoradni?ke zadruge;1;1
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;311;Leposavi?;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;311;Leposavi?;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;318;Srbica;1;Porodi?no poljoprivredno gazdinstvo;29;25
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;318;Srbica;2;Preduze?a;1;1
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;318;Srbica;3;Preduzetnici;0;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;318;Srbica;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;318;Srbica;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;318;Srbica;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;322;Vu?itrn;1;Porodi?no poljoprivredno gazdinstvo;166;160
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;322;Vu?itrn;2;Preduze?a;0;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;322;Vu?itrn;3;Preduzetnici;0;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;322;Vu?itrn;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;322;Vu?itrn;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;322;Vu?itrn;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;324;Zubin Potok;1;Porodi?no poljoprivredno gazdinstvo;419;416
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;324;Zubin Potok;2;Preduze?a;1;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;324;Zubin Potok;3;Preduzetnici;0;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;324;Zubin Potok;4;Zemljoradni?ke zadruge;1;1
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;324;Zubin Potok;5;Poljoprivredna gazdinstva sa statusom pravnog lica;1;1
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;324;Zubin Potok;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;330;Zve?an;1;Porodi?no poljoprivredno gazdinstvo;225;221
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;330;Zve?an;2;Preduze?a;1;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;330;Zve?an;3;Preduzetnici;0;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;330;Zve?an;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;330;Zve?an;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;29;Kosovsko-Mitrova?ki;330;Zve?an;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;30;Kosovsko-Pomoravski   ;305;Gnjilane              ;1;Porodi?no poljoprivredno gazdinstvo;786;764
KOSOVO I METOHIJA;30;Kosovsko-Pomoravski   ;305;Gnjilane              ;2;Preduze?a;0;0
KOSOVO I METOHIJA;30;Kosovsko-Pomoravski   ;305;Gnjilane              ;3;Preduzetnici;0;0
KOSOVO I METOHIJA;30;Kosovsko-Pomoravski   ;305;Gnjilane              ;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;30;Kosovsko-Pomoravski   ;305;Gnjilane              ;5;Poljoprivredna gazdinstva sa statusom pravnog lica;1;1
KOSOVO I METOHIJA;30;Kosovsko-Pomoravski   ;305;Gnjilane              ;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;30;Kosovsko-Pomoravski   ;309;Kosovska Kamenica     ;1;Porodi?no poljoprivredno gazdinstvo;821;798
KOSOVO I METOHIJA;30;Kosovsko-Pomoravski   ;309;Kosovska Kamenica     ;2;Preduze?a;1;1
KOSOVO I METOHIJA;30;Kosovsko-Pomoravski   ;309;Kosovska Kamenica     ;3;Preduzetnici;0;0
KOSOVO I METOHIJA;30;Kosovsko-Pomoravski   ;309;Kosovska Kamenica     ;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;30;Kosovsko-Pomoravski   ;309;Kosovska Kamenica     ;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;30;Kosovsko-Pomoravski   ;309;Kosovska Kamenica     ;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;30;Kosovsko-Pomoravski   ;321;Vitina                ;1;Porodi?no poljoprivredno gazdinstvo;174;169
KOSOVO I METOHIJA;30;Kosovsko-Pomoravski   ;321;Vitina                ;2;Preduze?a;0;0
KOSOVO I METOHIJA;30;Kosovsko-Pomoravski   ;321;Vitina                ;3;Preduzetnici;0;0
KOSOVO I METOHIJA;30;Kosovsko-Pomoravski   ;321;Vitina                ;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;30;Kosovsko-Pomoravski   ;321;Vitina                ;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;30;Kosovsko-Pomoravski   ;321;Vitina                ;6;Nau?no istrživa?ke organizacije;0;0
KOSOVO I METOHIJA;30;Kosovsko-Pomoravski   ;329;Novo Brdo             ;1;Porodi?no poljoprivredno gazdinstvo;180;161
KOSOVO I METOHIJA;30;Kosovsko-Pomoravski   ;329;Novo Brdo             ;2;Preduze?a;0;0
KOSOVO I METOHIJA;30;Kosovsko-Pomoravski   ;329;Novo Brdo             ;3;Preduzetnici;0;0
KOSOVO I METOHIJA;30;Kosovsko-Pomoravski   ;329;Novo Brdo             ;4;Zemljoradni?ke zadruge;0;0
KOSOVO I METOHIJA;30;Kosovsko-Pomoravski   ;329;Novo Brdo             ;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
KOSOVO I METOHIJA;30;Kosovsko-Pomoravski   ;329;Novo Brdo             ;6;Nau?no istrživa?ke organizacije;0;0
